ID,Scientificname,Commonname,ex_grade,grade,year,trueyear,type,nowgrade,index1,index2,ex_danger,danger,trueyear
369,Tinamus guttatus,White-throated Tinamou,LC,NT,29,2012,BIRDS,NT,变差,0,不受威胁,不受威胁,5
373,Xanthomyza phrygia,Regent Honeyeater,EN,CR,29,2012,BIRDS,CR,变差,0,受威胁,受威胁,5
377,Calamaria ingeri,NULL,EN,CR,29,2012,REPTILES,CR,变差,0,受威胁,受威胁,5
381,Potamilus capax,Fat Pocketbook,CR,VU,29,2012,MOLLUSCS,VU,变好,0,受威胁,受威胁,5
261,Amazona festiva,Festive Amazon,LC,VU,29,2012,BIRDS,VU,变差,1,不受威胁,受威胁,5
265,Aphelocoma insularis,Island Scrub-jay,NT,VU,29,2012,BIRDS,VU,变差,1,不受威胁,受威胁,5
273,Capito dayi,Black-girdled Barbet,LC,VU,29,2012,BIRDS,VU,变差,1,不受威胁,受威胁,5
277,Conirostrum margaritae,Pearly-breasted Conebill,LC,VU,29,2012,BIRDS,VU,变差,1,不受威胁,受威胁,5
281,Cranioleuca muelleri,Scaled Spinetail,LC,EN,29,2012,BIRDS,EN,变差,1,不受威胁,受威胁,5
289,Dendrocolaptes hoffmannsi,Hoffmanns's Woodcreeper,LC,VU,29,2012,BIRDS,VU,变差,1,不受威胁,受威胁,5
297,Geotrygon saphirina,Sapphire Quail-dove,LC,VU,29,2012,BIRDS,VU,变差,1,不受威胁,受威胁,5
301,Gyps rueppellii,Rueppell's Vulture,NT,EN,29,2012,BIRDS,EN,变差,1,不受威胁,受威胁,5
313,Lophornis gouldii,Dot-eared Coquette,LC,VU,29,2012,BIRDS,VU,变差,1,不受威胁,受威胁,5
317,Myrmoborus lugubris,Ash-breasted Antbird,LC,VU,29,2012,BIRDS,VU,变差,1,不受威胁,受威胁,5
321,Myrmotherula surinamensis,Guianan Streaked Antwren,LC,VU,29,2012,BIRDS,VU,变差,1,不受威胁,受威胁,5
329,Penelope pileata,White-crested Guan,NT,VU,29,2012,BIRDS,VU,变差,1,不受威胁,受威胁,5
337,Pionites leucogaster,White-bellied Parrot,LC,VU,29,2012,BIRDS,VU,变差,1,不受威胁,受威胁,5
345,Puffinus yelkouan,Yelkouan Shearwater,NT,VU,29,2012,BIRDS,VU,变差,1,不受威胁,受威胁,5
349,Pyrrhura lepida,Pearly Parakeet,NT,VU,29,2012,BIRDS,VU,变差,1,不受威胁,受威胁,5
353,Rhegmatorhina gymnops,Bare-eyed Antbird,LC,VU,29,2012,BIRDS,VU,变差,1,不受威胁,受威胁,5
293,Erythrura gouldiae,Gouldian Finch,EN,NT,29,2012,BIRDS,NT,变好,2,受威胁,不受威胁,5
389,Ardeotis kori,Kori Bustard,LC,NT,31,2013,BIRDS,NT,变差,0,不受威胁,不受威胁,6
401,Thalassarche chrysostoma,Grey-headed Albatross,VU,EN,31,2013,BIRDS,EN,变差,0,受威胁,受威胁,6
405,Lithobates vibicarius,Rancho Redondo Frog,CR,VU,31,2013,AMPHIBIANS,VU,变好,0,受威胁,受威胁,6
409,Dionda diaboli,Devil's River Minnow,VU,EN,31,2013,FISHES,EN,变差,0,受威胁,受威胁,6
413,Percina antesella,Amber Darter,VU,EN,31,2013,FISHES,EN,变差,0,受威胁,受威胁,6
385,Tayassu pecari,White-lipped Peccary,NT,VU,31,2013,MAMMALS,VU,变差,1,不受威胁,受威胁,6
397,Phalacrocorax capensis,Cape Cormorant,NT,EN,31,2013,BIRDS,EN,变差,1,不受威胁,受威胁,6
393,Foudia flavicans,Rodrigues Fody,VU,NT,31,2013,BIRDS,NT,变好,2,受威胁,不受威胁,6
417,Pogonichthys macrolepidotus,Sacramento Splittail,EN,LC,31,2013,FISHES,LC,变好,2,受威胁,不受威胁,6
390,Cacatua alba,White Cockatoo,VU,EN,32,2013,BIRDS,EN,变差,0,受威胁,受威胁,6
402,Dermochelys coriacea,Leatherback Turtle,CR,VU,32,2013,REPTILES,VU,变好,0,受威胁,受威胁,6
406,Mannophryne olmonae,Bloody Bay Poison Frog,CR,VU,32,2013,AMPHIBIANS,VU,变好,0,受威胁,受威胁,6
410,Ictalurus pricei,Yaqui Catfish,VU,EN,32,2013,FISHES,EN,变差,0,受威胁,受威胁,6
414,Percina cymatotaenia,Bluestripe Darter,EN,VU,32,2013,FISHES,VU,变好,0,受威胁,受威胁,6
394,Garrulax rufifrons,Rufous-fronted Laughingthrush,NT,EN,32,2013,BIRDS,EN,变差,1,不受威胁,受威胁,6
386,Urocyon littoralis,Island Fox,CR,NT,32,2013,MAMMALS,NT,变好,2,受威胁,不受威胁,6
398,Picoides borealis,Red-cockaded Woodpecker,VU,NT,32,2013,BIRDS,NT,变好,2,受威胁,不受威胁,6
391,Emberiza aureola,Yellow-breasted Bunting,VU,EN,33,2013,BIRDS,EN,变差,0,受威胁,受威胁,6
395,Oriolus mellianus,Silver Oriole,VU,EN,33,2013,BIRDS,EN,变差,0,受威胁,受威胁,6
403,Balebreviceps hillmani,Bale Mountains Treefrog,EN,CR,33,2013,AMPHIBIANS,CR,变差,0,受威胁,受威胁,6
411,Noturus taylori,Caddo Madtom,VU,EN,33,2013,FISHES,EN,变差,0,受威胁,受威胁,6
415,Percina jenkinsi,Conasauga Logperch,VU,CR,33,2013,FISHES,CR,变差,0,受威胁,受威胁,6
399,Polemaetus bellicosus,Martial Eagle,NT,VU,33,2013,BIRDS,VU,变差,1,不受威胁,受威胁,6
407,Melanophryniscus admirabilis,Red-belly Toad,NT,CR,33,2013,AMPHIBIANS,CR,变差,1,不受威胁,受威胁,6
387,Acrocephalus rodericanus,Rodrigues Warbler,EN,NT,33,2013,BIRDS,NT,变好,2,受威胁,不受威胁,6
388,Acrocephalus sorghophilus,Streaked Reed-warbler,VU,EN,34,2013,BIRDS,EN,变差,0,受威胁,受威胁,6
400,Sarothrura ayresi,White-winged Flufftail,EN,CR,34,2013,BIRDS,CR,变差,0,受威胁,受威胁,6
404,Duellmanohyla uranochroa,Costa Rica Brook Frog,CR,EN,34,2013,AMPHIBIANS,EN,变好,0,受威胁,受威胁,6
408,Cyprinodon pecosensis,Pecos Pupfish,CR,VU,34,2013,FISHES,VU,变好,0,受威胁,受威胁,6
416,Plagopterus argentissimus,Woundfin,VU,CR,34,2013,FISHES,CR,变差,0,受威胁,受威胁,6
392,Eupodotis afra,Black Bustard,LC,VU,34,2013,BIRDS,VU,变差,1,不受威胁,受威胁,6
396,Oryzoborus maximiliani,Great-billed Seed-finch,NT,VU,34,2013,BIRDS,VU,变差,1,不受威胁,受威胁,6
412,Oregonichthys crameri,Oregon Chub,VU,LC,34,2013,FISHES,LC,变好,2,受威胁,不受威胁,6
422,Eulemur collaris,Collared Brown Lemur,VU,EN,36,2014,MAMMALS,EN,变差,0,受威胁,受威胁,7
426,Indri indri,Indri,EN,CR,36,2014,MAMMALS,CR,变差,0,受威胁,受威胁,7
438,Propithecus tattersalli,Golden-crowned Sifaka,EN,CR,36,2014,MAMMALS,CR,变差,0,受威胁,受威胁,7
442,Anodorhynchus hyacinthinus,Hyacinth Macaw,EN,VU,36,2014,BIRDS,VU,变好,0,受威胁,受威胁,7
450,Prioniturus luconensis,Green Racquet-tail,VU,EN,36,2014,BIRDS,EN,变差,0,受威胁,受威胁,7
454,Acanthobrama telavivensis,Yarkon Bream,EW,VU,36,2014,FISHES,VU,变好,0,受威胁,受威胁,7
458,Cyprinodon diabolis,Devil's Hole Pupfish,VU,CR,36,2014,FISHES,CR,变差,0,受威胁,受威胁,7
462,Plectostoma retrovertens,NULL,VU,CR,36,2014,MOLLUSCS,CR,变差,0,受威胁,受威胁,7
466,Riekoperla darlingtoni,Mount Donna Buang Wingless Stonefly,VU,CR,36,2014,OTHER INVERTEBRATES,CR,变差,0,受威胁,受威胁,7
470,Magnolia grandis,NULL,VU,CR,36,2014,MAGNOLIAS,CR,变差,0,受威胁,受威胁,7
474,Magnolia rostrata,NULL,VU,EN,36,2014,MAGNOLIAS,EN,变差,0,受威胁,受威胁,7
418,Avahi laniger,Eastern Woolly Lemur,LC,VU,36,2014,MAMMALS,VU,变差,1,不受威胁,受威胁,7
430,Mirza coquereli,Coquerel's Giant Mouse Lemur,NT,EN,36,2014,MAMMALS,EN,变差,1,不受威胁,受威胁,7
434,Phaner pallescens,Pale Fork-marked Lemur,LC,EN,36,2014,MAMMALS,EN,变差,1,不受威胁,受威胁,7
446,Falco fasciinucha,Taita Falcon,NT,VU,36,2014,BIRDS,VU,变差,1,不受威胁,受威胁,7
423,Eulemur coronatus,Crowned Lemur,VU,EN,37,2014,MAMMALS,EN,变差,0,受威胁,受威胁,7
431,Mirza zaza,Northern Giant Mouse Lemur,VU,EN,37,2014,MAMMALS,EN,变差,0,受威胁,受威胁,7
435,Phaner parienti,Sambirano Fork-marked Lemur,VU,EN,37,2014,MAMMALS,EN,变差,0,受威胁,受威胁,7
439,Propithecus verreauxi,Verreaux's Sifaka,VU,EN,37,2014,MAMMALS,EN,变差,0,受威胁,受威胁,7
447,Falco punctatus,Mauritius Kestrel,VU,EN,37,2014,BIRDS,EN,变差,0,受威胁,受威胁,7
451,Altiphrynoides osgoodi,Osgood's Ethiopian Toad,VU,CR,37,2014,AMPHIBIANS,CR,变差,0,受威胁,受威胁,7
455,Anguilla bicolor,Shortfin Eel,LC,NT,37,2014,FISHES,NT,变差,0,不受威胁,不受威胁,7
459,Hypomesus transpacificus,Delta Smelt,EN,CR,37,2014,FISHES,CR,变差,0,受威胁,受威胁,7
463,Sculptiferussacia clausiliaeformis,NULL,VU,EN,37,2014,MOLLUSCS,EN,变差,0,受威胁,受威胁,7
467,Magnolia calimaensis,NULL,EN,CR,37,2014,MAGNOLIAS,CR,变差,0,受威胁,受威胁,7
471,Magnolia katiorum,NULL,EN,CR,37,2014,MAGNOLIAS,CR,变差,0,受威胁,受威胁,7
475,Magnolia urraoensis,NULL,VU,EN,37,2014,MAGNOLIAS,EN,变差,0,受威胁,受威胁,7
419,Daubentonia madagascariensis,Aye-aye,NT,EN,37,2014,MAMMALS,EN,变差,1,不受威胁,受威胁,7
427,Lemur catta,Ring-tailed Lemur,NT,EN,37,2014,MAMMALS,EN,变差,1,不受威胁,受威胁,7
443,Brachyramphus brevirostris,Kittlitz's Murrelet,CR,NT,37,2014,BIRDS,NT,变好,2,受威胁,不受威胁,7
420,Eulemur albifrons,White-fronted Lemur,VU,EN,38,2014,MAMMALS,EN,变差,0,受威胁,受威胁,7
424,Eulemur mongoz,Mongoose Lemur,VU,CR,38,2014,MAMMALS,CR,变差,0,受威胁,受威胁,7
428,Lepilemur edwardsi,Milne-Edwards's Sportive Lemur,VU,EN,38,2014,MAMMALS,EN,变差,0,受威胁,受威胁,7
432,Phaner electromontis,Amber Mountain Fork-marked Lemur,VU,EN,38,2014,MAMMALS,EN,变差,0,受威胁,受威胁,7
436,Propithecus deckenii,Van der Decken’s Sifaka,VU,EN,38,2014,MAMMALS,EN,变差,0,受威胁,受威胁,7
440,Varecia rubra,Red Ruffed Lemur,EN,CR,38,2014,MAMMALS,CR,变差,0,受威胁,受威胁,7
444,Didunculus strigirostris,Tooth-billed Pigeon,EN,CR,38,2014,BIRDS,CR,变差,0,受威胁,受威胁,7
448,Liocichla bugunorum,Bugun Liocichla,VU,CR,38,2014,BIRDS,CR,变差,0,受威胁,受威胁,7
452,Andinobates dorisswansonae,NULL,CR,VU,38,2014,AMPHIBIANS,VU,变好,0,受威胁,受威胁,7
456,Catostomus santaanae,Santa Ana Sucker,VU,EN,38,2014,FISHES,EN,变差,0,受威胁,受威胁,7
460,Luciobarbus longiceps,Jordan Barbel,VU,EN,38,2014,FISHES,EN,变差,0,受威胁,受威胁,7
464,Polposipus herculeanus,Frigate Island Giant Tenebrionid Beetle,CR,VU,38,2014,BEETLES,VU,变好,0,受威胁,受威胁,7
468,Magnolia cararensis,NULL,EN,CR,38,2014,MAGNOLIAS,CR,变差,0,受威胁,受威胁,7
472,Magnolia ovoidea,NULL,EN,CR,38,2014,MAGNOLIAS,CR,变差,0,受威胁,受威胁,7
476,Magnolia virolinensis,NULL,VU,CR,38,2014,MAGNOLIAS,CR,变差,0,受威胁,受威胁,7
421,Eulemur cinereiceps,White-collared Lemur,EN,CR,39,2014,MAMMALS,CR,变差,0,受威胁,受威胁,7
425,Hapalemur aureus,Golden Bamboo Lemur,EN,CR,39,2014,MAMMALS,CR,变差,0,受威胁,受威胁,7
437,Propithecus diadema,Diademed Sifaka,EN,CR,39,2014,MAMMALS,CR,变差,0,受威胁,受威胁,7
441,Accipiter erythrauchen,Rufous-necked Sparrowhawk,LC,NT,39,2014,BIRDS,NT,变差,0,不受威胁,不受威胁,7
445,Eulidia yarrellii,Chilean Woodstar,EN,CR,39,2014,BIRDS,CR,变差,0,受威胁,受威胁,7
449,Pica nuttalli,Yellow-billed Magpie,LC,NT,39,2014,BIRDS,NT,变差,0,不受威胁,不受威胁,7
453,Andinobates tolimensis,NULL,EN,VU,39,2014,AMPHIBIANS,VU,变好,0,受威胁,受威胁,7
457,Chasmistes cujus,Cui-ui,CR,EN,39,2014,FISHES,EN,变好,0,受威胁,受威胁,7
461,Typhlogarra widdowsoni,Haditha Cave Garra,VU,CR,39,2014,FISHES,CR,变差,0,受威胁,受威胁,7
465,Labidura herculeana,St Helena Giant Earwig,CR,EX,39,2014,OTHER INVERTEBRATES,EX,变差,0,受威胁,受威胁,7
469,Magnolia colombiana,NULL,VU,CR,39,2014,MAGNOLIAS,CR,变差,0,受威胁,受威胁,7
473,Magnolia polyhypsophylla,NULL,EN,CR,39,2014,MAGNOLIAS,CR,变差,0,受威胁,受威胁,7
429,Manis crassicaudata,Indian Pangolin,NT,EN,39,2014,MAMMALS,EN,变差,1,不受威胁,受威胁,7
433,Phaner furcifer,Masoala Fork-marked Lemur,LC,VU,39,2014,MAMMALS,VU,变差,1,不受威胁,受威胁,7
477,Arctocephalus townsendi,Guadalupe Fur Seal,NT,LC,41,2015,MAMMALS,LC,变好,0,不受威胁,不受威胁,8
489,Anthus pratensis,Meadow Pipit,LC,NT,41,2015,BIRDS,NT,变差,0,不受威胁,不受威胁,8
493,Calidris ruficollis,Red-necked Stint,LC,NT,41,2015,BIRDS,NT,变差,0,不受威胁,不受威胁,8
501,Larus audouinii,Audouin's Gull,NT,LC,41,2015,BIRDS,LC,变好,0,不受威胁,不受威胁,8
505,Necrosyrtes monachus,Hooded Vulture,EN,CR,41,2015,BIRDS,CR,变差,0,受威胁,受威胁,8
509,Torgos tracheliotos,Lappet-faced Vulture,VU,EN,41,2015,BIRDS,EN,变差,0,受威胁,受威胁,8
481,Fossa fossana,Spotted Fanaloka,NT,VU,41,2015,MAMMALS,VU,变差,1,不受威胁,受威胁,8
497,Fratercula arctica,Atlantic Puffin,LC,VU,41,2015,BIRDS,VU,变差,1,不受威胁,受威胁,8
513,Rhinella atacamensis,Atacama Toad,LC,VU,41,2015,AMPHIBIANS,VU,变差,1,不受威胁,受威胁,8
485,Acrocephalus sechellensis,Seychelles Warbler,VU,NT,41,2015,BIRDS,NT,变好,2,受威胁,不受威胁,8
482,Lynx pardinus,Iberian Lynx,CR,EN,42,2015,MAMMALS,EN,变好,0,受威胁,受威胁,8
486,Alca torda,Razorbill,LC,NT,42,2015,BIRDS,NT,变差,0,不受威胁,不受威胁,8
494,Calidris tenuirostris,Great Knot,VU,EN,42,2015,BIRDS,EN,变差,0,受威胁,受威胁,8
498,Gyps africanus,White-backed Vulture,EN,CR,42,2015,BIRDS,CR,变差,0,受威胁,受威胁,8
502,Lathamus discolor,Swift Parrot,EN,CR,42,2015,BIRDS,CR,变差,0,受威胁,受威胁,8
506,Numenius madagascariensis,Far Eastern Curlew,VU,EN,42,2015,BIRDS,EN,变差,0,受威胁,受威胁,8
510,Trigonoceps occipitalis,White-headed Vulture,VU,CR,42,2015,BIRDS,CR,变差,0,受威胁,受威胁,8
490,Aquila nipalensis,Steppe Eagle,LC,EN,42,2015,BIRDS,EN,变差,1,不受威胁,受威胁,8
514,Coryphopterus hyalinus,Glass Goby,LC,VU,42,2015,FISHES,VU,变差,1,不受威胁,受威胁,8
478,Capra falconeri,Markhor,EN,NT,42,2015,MAMMALS,NT,变好,2,受威胁,不受威胁,8
483,Mungotictis decemlineata,Bokiboky,VU,EN,43,2015,MAMMALS,EN,变差,0,受威胁,受威胁,8
491,Calidris canutus,Red Knot,LC,NT,43,2015,BIRDS,NT,变差,0,不受威胁,不受威胁,8
499,Gyps coprotheres,Cape Vulture,VU,EN,43,2015,BIRDS,EN,变差,0,受威胁,受威胁,8
503,Limosa lapponica,Bar-tailed Godwit,LC,NT,43,2015,BIRDS,NT,变差,0,不受威胁,不受威胁,8
507,Pterodroma axillaris,Chatham Petrel,EN,VU,43,2015,BIRDS,VU,变好,0,受威胁,受威胁,8
511,Psammobates geometricus,Geometric Tortoise,EN,CR,43,2015,REPTILES,CR,变差,0,受威胁,受威胁,8
515,Maniola chia,Chios Meadow Brown,LC,NT,43,2015,LEPIDOPTERA,NT,变差,0,不受威胁,不受威胁,8
479,Caracal aurata,African Golden Cat,NT,VU,43,2015,MAMMALS,VU,变差,1,不受威胁,受威胁,8
487,Amytornis dorotheae,Carpentarian Grasswren,NT,VU,43,2015,BIRDS,VU,变差,1,不受威胁,受威胁,8
495,Camarhynchus pallidus,Woodpecker Finch,LC,VU,43,2015,BIRDS,VU,变差,1,不受威胁,受威胁,8
480,Dendrohyrax validus,Eastern Tree Hyrax,LC,NT,44,2015,MAMMALS,NT,变差,0,不受威胁,不受威胁,8
484,Phocarctos hookeri,New Zealand Sea Lion,VU,EN,44,2015,MAMMALS,EN,变差,0,受威胁,受威胁,8
492,Calidris ferruginea,Curlew Sandpiper,LC,NT,44,2015,BIRDS,NT,变差,0,不受威胁,不受威胁,8
500,Gyps rueppelli,Rüppell's Vulture,EN,CR,44,2015,BIRDS,CR,变差,0,受威胁,受威胁,8
504,Melanitta fusca,Velvet Scoter,EN,VU,44,2015,BIRDS,VU,变好,0,受威胁,受威胁,8
512,Leiopelma hamiltoni,Hamilton's Frog,EN,VU,44,2015,AMPHIBIANS,VU,变好,0,受威胁,受威胁,8
516,Pseudochazara amymone,NULL,VU,EN,44,2015,LEPIDOPTERA,EN,变差,0,受威胁,受威胁,8
496,Camarhynchus psittacula,Large Tree-finch,LC,VU,44,2015,BIRDS,VU,变差,1,不受威胁,受威胁,8
508,Rhinoplax vigil,Helmeted Hornbill,NT,CR,44,2015,BIRDS,CR,变差,1,不受威胁,受威胁,8
488,Anas chlorotis,Brown Teal,EN,NT,44,2015,BIRDS,NT,变好,2,受威胁,不受威胁,8
517,Ailuropoda melanoleuca,Giant Panda,EN,VU,46,2016,MAMMALS,VU,变好,0,受威胁,受威胁,9
521,Cephalophus silvicultor,Yellow-backed Duiker,LC,NT,46,2016,MAMMALS,NT,变差,0,不受威胁,不受威胁,9
525,Desmana moschata,Russian Desman,VU,EN,46,2016,MAMMALS,EN,变差,0,受威胁,受威胁,9
537,Muntiacus vuquangensis,Large-antlered Muntjac,EN,CR,46,2016,MAMMALS,CR,变差,0,受威胁,受威胁,9
541,Ornithorhynchus anatinus,Platypus,LC,NT,46,2016,MAMMALS,NT,变差,0,不受威胁,不受威胁,9
545,Petaurus australis,Yellow-bellied Glider,LC,NT,46,2016,MAMMALS,NT,变差,0,不受威胁,不受威胁,9
549,Petrogale purpureicollis,Purple-necked Rock Wallaby,LC,NT,46,2016,MAMMALS,NT,变差,0,不受威胁,不受威胁,9
553,Pteropus livingstonii,Livingstone's Flying Fox,EN,CR,46,2016,MAMMALS,CR,变差,0,受威胁,受威胁,9
561,Garrulax rufifrons,Rufous-fronted Laughingthrush,EN,CR,46,2016,BIRDS,CR,变差,0,受威胁,受威胁,9
565,Pygoscelis adeliae,Adélie Penguin,NT,LC,46,2016,BIRDS,LC,变好,0,不受威胁,不受威胁,9
569,Terenura sicki,Orange-bellied Antwren,EN,CR,46,2016,BIRDS,CR,变差,0,受威胁,受威胁,9
573,Ameiva corvina,Sombrero Ameiva,VU,CR,46,2016,REPTILES,CR,变差,0,受威胁,受威胁,9
581,Mesoclemmys hogei,Hoge's Side-necked Turtle,EN,CR,46,2016,REPTILES,CR,变差,0,受威胁,受威胁,9
585,Bedotia marojejy,NULL,VU,EN,46,2016,FISHES,EN,变差,0,受威胁,受威胁,9
593,Ptychochromoides betsileanus,Trondo Mainty,CR,CR,46,2016,FISHES,CR,变好,0,受威胁,受威胁,9
597,Bellamya phthinotropis,NULL,EN,CR,46,2016,MOLLUSCS,CR,变差,0,受威胁,受威胁,9
601,Gabbiella barthi,NULL,EN,CR,46,2016,MOLLUSCS,CR,变差,0,受威胁,受威胁,9
529,Giraffa camelopardalis,Giraffe,LC,VU,46,2016,MAMMALS,VU,变差,1,不受威胁,受威胁,9
557,Chloropsis sonnerati,Greater Green Leafbird,LC,VU,46,2016,BIRDS,VU,变差,1,不受威胁,受威胁,9
577,Cycloderma frenatum,Zambezi Flapshell Turtle,NT,EN,46,2016,REPTILES,EN,变差,1,不受威胁,受威胁,9
589,Pachypanchax omalonota,NULL,LC,EN,46,2016,FISHES,EN,变差,1,不受威胁,受威胁,9
605,Acrostira tamarani,Gran Canaria Stick Grasshopper,NT,EN,46,2016,GRASSHOPPERS & CRICKETS,EN,变差,1,不受威胁,受威胁,9
533,Leporillus conditor,Greater Stick-nest Rat,VU,NT,46,2016,MAMMALS,NT,变好,2,受威胁,不受威胁,9
526,Equus quagga,Plains Zebra,LC,NT,47,2016,MAMMALS,NT,变差,0,不受威胁,不受威胁,9
530,Gorilla beringei,Eastern Gorilla,EN,CR,47,2016,MAMMALS,CR,变差,0,受威胁,受威胁,9
534,Melomys rubicola,Bramble Cay Melomys,CR,EX,47,2016,MAMMALS,EX,变差,0,受威胁,受威胁,9
546,Petrogale godmani,Godman's Rock Wallaby,LC,NT,47,2016,MAMMALS,NT,变差,0,不受威胁,不受威胁,9
554,Thylamys fenestrae,NULL,LC,NT,47,2016,MAMMALS,NT,变差,0,不受威胁,不受威胁,9
558,Cyanoramphus forbesi,Chatham Parakeet,EN,VU,47,2016,BIRDS,VU,变好,0,受威胁,受威胁,9
566,Pygoscelis papua,Gentoo Penguin,NT,LC,47,2016,BIRDS,LC,变好,0,不受威胁,不受威胁,9
574,Chelonoidis abingdonii,Pinta Giant Tortoise,EW,EX,47,2016,REPTILES,EX,变差,0,受威胁,受威胁,9
