ID,Scientificname,Commonname,ex_grade,grade,year,trueyear,type,nowgrade,index1,index2,ex_danger,danger,trueyear
578,Erythrolamprus cursor,Lacépède's Ground Snake,CR,CR,47,2016,REPTILES,CR,变好,0,受威胁,受威胁,9
582,Podocnemis lewyana,Magdalena River Turtle,EN,CR,47,2016,REPTILES,CR,变差,0,受威胁,受威胁,9
590,Paretroplus dambabe,NULL,EN,CR,47,2016,FISHES,CR,变差,0,受威胁,受威胁,9
594,Rheocles alaotrensis,Katrana,VU,EN,47,2016,FISHES,EN,变差,0,受威胁,受威胁,9
598,Ceratophallus concavus,NULL,EN,CR,47,2016,MOLLUSCS,CR,变差,0,受威胁,受威胁,9
606,Chrysochraon beybienkoi,Calabrian Gold Grasshopper,VU,CR,47,2016,GRASSHOPPERS & CRICKETS,CR,变差,0,受威胁,受威胁,9
518,Antechinus bellus,Fawn Antechinus,LC,VU,47,2016,MAMMALS,VU,变差,1,不受威胁,受威胁,9
522,Conilurus penicillatus,Brush-tailed Rabbit-rat,NT,VU,47,2016,MAMMALS,VU,变差,1,不受威胁,受威胁,9
550,Phascolarctos cinereus,Koala,LC,VU,47,2016,MAMMALS,VU,变差,1,不受威胁,受威胁,9
562,Hydrobates leucorhous,Leach's Storm-petrel,LC,VU,47,2016,BIRDS,VU,变差,1,不受威胁,受威胁,9
570,Zosterops flavus,Javan White-eye,NT,VU,47,2016,BIRDS,VU,变差,1,不受威胁,受威胁,9
586,Eusphyra blochii,Winghead Shark,NT,EN,47,2016,FISHES,EN,变差,1,不受威胁,受威胁,9
602,Agriocnemis palaeforma,Papyrus Wisp,NT,VU,47,2016,DRAGONFLIES & DAMSELFLIES,VU,变差,1,不受威胁,受威胁,9
538,Notomys cervinus,Fawn Hopping-mouse,VU,NT,47,2016,MAMMALS,NT,变好,2,受威胁,不受威胁,9
542,Pantholops hodgsonii,Tibetan Antelope,EN,NT,47,2016,MAMMALS,NT,变好,2,受威胁,不受威胁,9
519,Cephalophus dorsalis,Bay Duiker,LC,NT,48,2016,MAMMALS,NT,变差,0,不受威胁,不受威胁,9
527,Eupleres goudotii,Eastern Falanouc,EN,VU,48,2016,MAMMALS,VU,变好,0,受威胁,受威胁,9
531,Gymnobelideus leadbeateri,Leadbeater's Possum,EN,CR,48,2016,MAMMALS,CR,变差,0,受威胁,受威胁,9
551,Pongo pygmaeus,Bornean Orangutan,EN,CR,48,2016,MAMMALS,CR,变差,0,受威胁,受威胁,9
555,Thylamys velutinus,Dwarf Fat-tailed Mouse Opossum,LC,NT,48,2016,MAMMALS,NT,变差,0,不受威胁,不受威胁,9
563,Icterus oberi,Montserrat Oriole,CR,VU,48,2016,BIRDS,VU,变好,0,受威胁,受威胁,9
567,Pyrrhula murina,Azores Bullfinch,EN,VU,48,2016,BIRDS,VU,变好,0,受威胁,受威胁,9
571,Zosterops modestus,Seychelles White-eye,EN,VU,48,2016,BIRDS,VU,变好,0,受威胁,受威胁,9
579,Erythrolamprus ornatus,Ornate Ground Snake,EN,CR,48,2016,REPTILES,CR,变差,0,受威胁,受威胁,9
583,Arius festinus,NULL,EN,CR,48,2016,FISHES,CR,变差,0,受威胁,受威胁,9
587,Katria katria,Kataria,VU,EN,48,2016,FISHES,EN,变差,0,受威胁,受威胁,9
591,Paretroplus gymnopreopercularis,NULL,EN,CR,48,2016,FISHES,CR,变差,0,受威胁,受威胁,9
595,Rheocles derhami,NULL,VU,CR,48,2016,FISHES,CR,变差,0,受威胁,受威胁,9
523,Dasyurus viverrinus,Eastern Quoll,NT,EN,48,2016,MAMMALS,EN,变差,1,不受威胁,受威胁,9
535,Mesembriomys gouldii,Black-footed Tree-rat,NT,VU,48,2016,MAMMALS,VU,变差,1,不受威胁,受威胁,9
539,Nyctalus lasiopterus,Giant Noctule,NT,VU,48,2016,MAMMALS,VU,变差,1,不受威胁,受威胁,9
543,Perameles gunnii,Eastern Barred Bandicoot,NT,VU,48,2016,MAMMALS,VU,变差,1,不受威胁,受威胁,9
547,Petrogale lateralis,Black-footed Rock Wallaby,NT,VU,48,2016,MAMMALS,VU,变差,1,不受威胁,受威胁,9
559,Emberiza rustica,Rustic Bunting,LC,VU,48,2016,BIRDS,VU,变差,1,不受威胁,受威胁,9
575,Cyclanorbis elegans,Nubian Flapshell Turtle,NT,CR,48,2016,REPTILES,CR,变差,1,不受威胁,受威胁,9
599,Ceratophallus crassus,NULL,NT,EN,48,2016,MOLLUSCS,EN,变差,1,不受威胁,受威胁,9
603,Neodythemis nyungwe,Nyungwe Junglewatcher,NT,VU,48,2016,DRAGONFLIES & DAMSELFLIES,VU,变差,1,不受威胁,受威胁,9
520,Cephalophus leucogaster,White-bellied Duiker,LC,NT,49,2016,MAMMALS,NT,变差,0,不受威胁,不受威胁,9
532,Hipposideros hypophyllus,Kolar Leaf-nosed Bat,EN,CR,49,2016,MAMMALS,CR,变差,0,受威胁,受威胁,9
536,Muntiacus atherodes,Bornean Yellow Muntjac,LC,NT,49,2016,MAMMALS,NT,变差,0,不受威胁,不受威胁,9
540,Onychogalea fraenata,Bridled Nailtail Wallaby,EN,VU,49,2016,MAMMALS,VU,变好,0,受威胁,受威胁,9
548,Petrogale mareeba,Mareeba Rock Wallaby,LC,NT,49,2016,MAMMALS,NT,变差,0,不受威胁,不受威胁,9
556,Charadrius sanctaehelenae,St Helena Plover,CR,VU,49,2016,BIRDS,VU,变好,0,受威胁,受威胁,9
560,Garrulax bicolor,Black-and-white Laughingthrush,VU,EN,49,2016,BIRDS,EN,变差,0,受威胁,受威胁,9
564,Pycnonotus zeylanicus,Straw-headed Bulbul,VU,EN,49,2016,BIRDS,EN,变差,0,受威胁,受威胁,9
572,Acanthochelys pallidipectoris,Chaco Side-necked Turtle,VU,EN,49,2016,REPTILES,EN,变差,0,受威胁,受威胁,9
596,Rhincodon typus,Whale Shark,VU,EN,49,2016,FISHES,EN,变差,0,受威胁,受威胁,9
600,Cleopatra cridlandi,NULL,VU,CR,49,2016,MOLLUSCS,CR,变差,0,受威胁,受威胁,9
524,Dendrolagus spadix,Lowlands Tree Kangaroo,LC,VU,49,2016,MAMMALS,VU,变差,1,不受威胁,受威胁,9
528,Galidictis fasciata,Broad-striped Vontsira,NT,VU,49,2016,MAMMALS,VU,变差,1,不受威胁,受威胁,9
544,Petauroides volans,Greater Glider,LC,VU,49,2016,MAMMALS,VU,变差,1,不受威胁,受威胁,9
552,Pteropus caniceps,North Moluccan Flying Fox,NT,VU,49,2016,MAMMALS,VU,变差,1,不受威胁,受威胁,9
568,Sternula balaenarum,Damara Tern,NT,VU,49,2016,BIRDS,VU,变差,1,不受威胁,受威胁,9
576,Cyclanorbis senegalensis,Senegal Flapshell Turtle,NT,VU,49,2016,REPTILES,VU,变差,1,不受威胁,受威胁,9
580,Liolaemus dicktracyi,NULL,LC,VU,49,2016,REPTILES,VU,变差,1,不受威胁,受威胁,9
584,Bedotia longianalis,Zona,LC,EN,49,2016,FISHES,EN,变差,1,不受威胁,受威胁,9
592,Ptychochromis oligacanthus,NULL,LC,EN,49,2016,FISHES,EN,变差,1,不受威胁,受威胁,9
604,Acrostira bellamyi,Gomera Stick Grasshopper,NT,CR,49,2016,GRASSHOPPERS & CRICKETS,CR,变差,1,不受威胁,受威胁,9
588,Marcusenius victoriae,Victoria Stonebasher,EN,LC,49,2016,FISHES,LC,变好,2,受威胁,不受威胁,9
611,Orcaella brevirostris,Irrawaddy Dolphin,VU,EN,51,2017,MAMMALS,EN,变差,0,受威胁,受威胁,10
615,Pteropus rennelli,Rennell Flying Fox,VU,EN,51,2017,MAMMALS,EN,变差,0,受威胁,受威胁,10
623,Diomedea antipodensis,Antipodean Albatross,VU,EN,51,2017,BIRDS,EN,变差,0,受威胁,受威胁,10
627,Mimus trifasciatus,Floreana Mockingbird,CR,EN,51,2017,BIRDS,EN,变好,0,受威胁,受威胁,10
631,Pedionomus torquatus,Plains-wanderer,EN,CR,51,2017,BIRDS,CR,变差,0,受威胁,受威胁,10
635,Sporophila maximiliani,Great-billed Seed-finch,VU,EN,51,2017,BIRDS,EN,变差,0,受威胁,受威胁,10
639,Emoia nativitatis,Christmas Island Whiptail-skink,CR,EX,51,2017,REPTILES,EX,变差,0,受威胁,受威胁,10
643,Platysaurus relictus,Soutpansberg Flat Lizard,NT,LC,51,2017,REPTILES,LC,变好,0,不受威胁,不受威胁,10
607,Aotus nancymaae,Nancy Ma’s Night Monkey,LC,VU,51,2017,MAMMALS,VU,变差,1,不受威胁,受威胁,10
647,Pristimantis molybrignus,Uribe Robber Frog,NT,CR,51,2017,AMPHIBIANS,CR,变差,1,不受威胁,受威胁,10
655,Malacolimax wiktori,NULL,NT,EN,51,2017,MOLLUSCS,EN,变差,1,不受威胁,受威胁,10
619,Amazona brasiliensis,Red-tailed Amazon,VU,NT,51,2017,BIRDS,NT,变好,2,受威胁,不受威胁,10
651,Amphorella melampoides,NULL,VU,LC,51,2017,MOLLUSCS,LC,变好,2,受威胁,不受威胁,10
608,Eudorcas tilonura,Heuglin's Gazelle,VU,EN,52,2017,MAMMALS,EN,变差,0,受威胁,受威胁,10
612,Pelea capreolus,Grey Rhebok,LC,NT,52,2017,MAMMALS,NT,变差,0,不受威胁,不受威胁,10
616,Pteropus rodricensis,Rodrigues Flying Fox,CR,EN,52,2017,MAMMALS,EN,变好,0,受威胁,受威胁,10
620,Apteryx mantelli,Northern Brown Kiwi,EN,VU,52,2017,BIRDS,VU,变好,0,受威胁,受威胁,10
624,Emberiza aureola,Yellow-breasted Bunting,EN,CR,52,2017,BIRDS,CR,变差,0,受威胁,受威胁,10
644,Ramphotyphlops exocoeti,Christmas Island Blind Snake,VU,EN,52,2017,REPTILES,EN,变差,0,受威胁,受威胁,10
648,Chiloglanis bifurcus,Incomati Suckermouth,EN,CR,52,2017,BONY FISHES,CR,变差,0,受威胁,受威胁,10
628,Myrmotherula klagesi,Klages's Antwren,NT,VU,52,2017,BIRDS,VU,变差,1,不受威胁,受威胁,10
640,Homopholis mulleri,Muller's Velvet Gecko,NT,VU,52,2017,REPTILES,VU,变差,1,不受威胁,受威胁,10
652,Boettgeria crispa,NULL,NT,EN,52,2017,MOLLUSCS,EN,变差,1,不受威胁,受威胁,10
656,Obovaria subrotunda,Round Hickorynut,NT,EN,52,2017,MOLLUSCS,EN,变差,1,不受威胁,受威胁,10
632,Pelecanus crispus,Dalmatian Pelican,VU,NT,52,2017,BIRDS,NT,变好,2,受威胁,不受威胁,10
636,Troglodytes cobbi,Cobb's Wren,VU,LC,52,2017,BIRDS,LC,变好,2,受威胁,不受威胁,10
609,Kobus leche,Southern Lechwe,LC,NT,53,2017,MAMMALS,NT,变差,0,不受威胁,不受威胁,10
613,Pipistrellus murrayi,Christmas Island Pipistrelle,CR,EX,53,2017,MAMMALS,EX,变差,0,受威胁,受威胁,10
621,Apteryx rowi,Okarito Kiwi,EN,VU,53,2017,BIRDS,VU,变好,0,受威胁,受威胁,10
625,Garrulax mitratus,Chestnut-capped Laughingthrush,LC,NT,53,2017,BIRDS,NT,变差,0,不受威胁,不受威胁,10
629,Nestor notabilis,Kea,VU,EN,53,2017,BIRDS,EN,变差,0,受威胁,受威胁,10
633,Procellaria westlandica,Westland Petrel,VU,EN,53,2017,BIRDS,EN,变差,0,受威胁,受威胁,10
645,Gastrotheca antomia,NULL,VU,CR,53,2017,AMPHIBIANS,CR,变差,0,受威胁,受威胁,10
653,Boettgeria obesiuscula,NULL,VU,CR,53,2017,MOLLUSCS,CR,变差,0,受威胁,受威胁,10
657,Oxychilus agostinhoi,NULL,VU,CR,53,2017,MOLLUSCS,CR,变差,0,受威胁,受威胁,10
617,Redunca fulvorufula,Mountain Reedbuck,LC,EN,53,2017,MAMMALS,EN,变差,1,不受威胁,受威胁,10
641,Homopus signatus,Speckled Dwarf Tortoise,NT,VU,53,2017,REPTILES,VU,变差,1,不受威胁,受威胁,10
649,Enteromius gurneyi,Redtail Barb,LC,VU,53,2017,BONY FISHES,VU,变差,1,不受威胁,受威胁,10
637,Ctenotus zastictus,Hamelin Ctenotus,VU,NT,53,2017,REPTILES,NT,变好,2,受威胁,不受威胁,10
610,Neophocaena asiaeorientalis,Narrow-ridged Finless Porpoise,VU,EN,54,2017,MAMMALS,EN,变差,0,受威胁,受威胁,10
614,Pseudocheirus occidentalis,Western Ringtail Possum,VU,CR,54,2017,MAMMALS,CR,变差,0,受威胁,受威胁,10
622,Charadrius obscurus,Southern Red-breasted Plover,EN,CR,54,2017,BIRDS,CR,变差,0,受威胁,受威胁,10
638,Delma impar,Striped Legless Lizard,VU,EN,54,2017,REPTILES,EN,变差,0,受威胁,受威胁,10
642,Lepidodactylus listeri,Christmas Island Chained Gecko,VU,EW,54,2017,REPTILES,EW,变差,0,受威胁,受威胁,10
618,Tragelaphus derbianus,Giant Eland,LC,VU,54,2017,MAMMALS,VU,变差,1,不受威胁,受威胁,10
626,Lanius meridionalis,Iberian Grey Shrike,LC,VU,54,2017,BIRDS,VU,变差,1,不受威胁,受威胁,10
630,Oxyura maccoa,Maccoa Duck,NT,VU,54,2017,BIRDS,VU,变差,1,不受威胁,受威胁,10
634,Rissa tridactyla,Black-legged Kittiwake,LC,VU,54,2017,BIRDS,VU,变差,1,不受威胁,受威胁,10
646,Gastrotheca aureomaculata,Gold-spotted Marsupial Frog,NT,EN,54,2017,AMPHIBIANS,EN,变差,1,不受威胁,受威胁,10
654,Ligumia nasuta,Eastern Pondmussel,NT,VU,54,2017,MOLLUSCS,VU,变差,1,不受威胁,受威胁,10
650,Amphorella cimensis,NULL,VU,NT,54,2017,MOLLUSCS,NT,变好,2,受威胁,不受威胁,10
658,Balaenoptera physalus,Fin Whale,EN,VU,56,2018,MAMMALS,VU,变好,0,受威胁,受威胁,11
662,Pteropus niger,Greater Mascarene Flying Fox,VU,EN,56,2018,MAMMALS,EN,变差,0,受威胁,受威胁,11
666,Diomedea amsterdamensis,Amsterdam Albatross,CR,EN,56,2018,BIRDS,EN,变好,0,受威胁,受威胁,11
670,Lonchura oryzivora,Java Sparrow,VU,EN,56,2018,BIRDS,EN,变差,0,受威胁,受威胁,11
674,Passerculus henslowii,Henslow's Sparrow,NT,LC,56,2018,BIRDS,LC,变好,0,不受威胁,不受威胁,11
678,Puffinus newelli,Newell's Shearwater,EN,CR,56,2018,BIRDS,CR,变差,0,受威胁,受威胁,11
682,Tachybaptus pelzelnii,Madagascar Grebe,VU,EN,56,2018,BIRDS,EN,变差,0,受威胁,受威胁,11
690,Phelsuma guentheri,Round Island Day Gecko,EN,VU,56,2018,REPTILES,VU,变好,0,受威胁,受威胁,11
694,Atelopus pulcher,Arlequín Camuflado Peruano,CR,VU,56,2018,AMPHIBIANS,VU,变好,0,受威胁,受威胁,11
702,Aulonocara kandeense,Blue Orchid Aulonocara,VU,CR,56,2018,BONY FISHES,CR,变差,0,受威胁,受威胁,11
706,Chindongo saulosi,NULL,VU,CR,56,2018,BONY FISHES,CR,变差,0,受威胁,受威胁,11
710,Mchenga conophoros,NULL,VU,CR,56,2018,BONY FISHES,CR,变差,0,受威胁,受威胁,11
714,Oreochromis karongae,Chamba,EN,CR,56,2018,BONY FISHES,CR,变差,0,受威胁,受威胁,11
726,Caridina dennerli,Sulawesi Cardinal Shrimp,EN,CR,56,2018,CRABS & CRAYFISHES,CR,变差,0,受威胁,受威胁,11
718,Serranochromis robustus,NULL,LC,CR,56,2018,BONY FISHES,CR,变差,1,不受威胁,受威胁,11
722,Hystricella echinulata,NULL,LC,EN,56,2018,MOLLUSCS,EN,变差,1,不受威胁,受威胁,11
686,Cryptactites peringueyi,Salt Marsh Gecko,CR,NT,56,2018,REPTILES,NT,变好,2,受威胁,不受威胁,11
698,Platymantis banahao,NULL,VU,NT,56,2018,AMPHIBIANS,NT,变好,2,受威胁,不受威胁,11
659,Eudorcas thomsonii,Thomson's Gazelle,NT,LC,57,2018,MAMMALS,LC,变好,0,不受威胁,不受威胁,11
663,Ara rubrogenys,Red-fronted Macaw,EN,CR,57,2018,BIRDS,CR,变差,0,受威胁,受威胁,11
667,Euryceros prevostii,Helmet Vanga,VU,EN,57,2018,BIRDS,EN,变差,0,受威胁,受威胁,11
671,Melanerpes erythrocephalus,Red-headed Woodpecker,NT,LC,57,2018,BIRDS,LC,变好,0,不受威胁,不受威胁,11
675,Prinia familiaris,Bar-winged Prinia,LC,NT,57,2018,BIRDS,NT,变差,0,不受威胁,不受威胁,11
679,Pycnonotus zeylanicus,Straw-headed Bulbul,EN,CR,57,2018,BIRDS,CR,变差,0,受威胁,受威胁,11
683,Carettochelys insculpta,Pig-nosed Turtle,VU,EN,57,2018,REPTILES,EN,变差,0,受威胁,受威胁,11
687,Gopherus flavomarginatus,Bolson Tortoise,VU,CR,57,2018,REPTILES,CR,变差,0,受威胁,受威胁,11
691,Psammobates tentorius,Tent Tortoise,LC,NT,57,2018,REPTILES,NT,变差,0,不受威胁,不受威胁,11
699,Werneria bambutensis,Bamboutos Smalltongue Toad,EN,CR,57,2018,AMPHIBIANS,CR,变差,0,受威胁,受威胁,11
703,Aulonocara maylandi,Sulphur Head Aulonocara,VU,CR,57,2018,BONY FISHES,CR,变差,0,受威胁,受威胁,11
707,Copadichromis azureus,NULL,LC,NT,57,2018,BONY FISHES,NT,变差,0,不受威胁,不受威胁,11
711,Melanochromis chipokae,NULL,VU,CR,57,2018,BONY FISHES,CR,变差,0,受威胁,受威胁,11
715,Oreochromis squamipinnis,Chamba,EN,CR,57,2018,BONY FISHES,CR,变差,0,受威胁,受威胁,11
723,Ischnura gemina,San Francisco Forktail,VU,EN,57,2018,DRAGONFLIES & DAMSELFLIES,EN,变差,0,受威胁,受威胁,11
727,Caridina spongicola,NULL,EN,CR,57,2018,CRABS & CRAYFISHES,CR,变差,0,受威胁,受威胁,11
719,Trematocranus microstoma,Haplochromis Placodon Pointed Head,LC,EN,57,2018,BONY FISHES,EN,变差,1,不受威胁,受威胁,11
695,Leptobrachella arayai,Kinabalu Slender Litter Frog,VU,LC,57,2018,AMPHIBIANS,LC,变好,2,受威胁,不受威胁,11
660,Geocapromys brownii,Brown's Hutia,VU,EN,58,2018,MAMMALS,EN,变差,0,受威胁,受威胁,11
668,Garrulax palliatus,Sunda Laughingthrush,LC,NT,58,2018,BIRDS,NT,变差,0,不受威胁,不受威胁,11
672,Nesoenas mayeri,Pink Pigeon,EN,VU,58,2018,BIRDS,VU,变好,0,受威胁,受威胁,11
680,Sitta insularis,Bahama Nuthatch,EN,CR,58,2018,BIRDS,CR,变差,0,受威胁,受威胁,11
688,Iguana delicatissima,Lesser Antillean Iguana,EN,CR,58,2018,REPTILES,CR,变差,0,受威胁,受威胁,11
692,Tympanocryptis pinguicolla,Grassland Earless Dragon,VU,EN,58,2018,REPTILES,EN,变差,0,受威胁,受威胁,11
700,Werneria tandyi,Tandy's Smalltongue Toad,EN,CR,58,2018,AMPHIBIANS,CR,变差,0,受威胁,受威胁,11
712,Melanochromis lepidiadaptes,NULL,VU,CR,58,2018,BONY FISHES,CR,变差,0,受威胁,受威胁,11
720,Dipturus innominatus,Smooth Skate,NT,LC,58,2018,SHARKS & RAYS,LC,变好,0,不受威胁,不受威胁,11
724,Eurytides iphitas,Yellow Kite Swallowtail,VU,EN,58,2018,MOTHS & BUTTERFLIES,EN,变差,0,受威胁,受威胁,11
664,Carpococcyx renauldi,Coral-billed Ground-cuckoo,LC,VU,58,2018,BIRDS,VU,变差,1,不受威胁,受威胁,11
676,Psittacula longicauda,Long-tailed Parakeet,NT,VU,58,2018,BIRDS,VU,变差,1,不受威胁,受威胁,11
684,Chersobius boulengeri,Karoo Dwarf Tortoise,NT,EN,58,2018,REPTILES,EN,变差,1,不受威胁,受威胁,11
696,Nannophryne cophotis,Paramo Toad,LC,CR,58,2018,AMPHIBIANS,CR,变差,1,不受威胁,受威胁,11
704,Bagrus meridionalis,Kampango,LC,CR,58,2018,BONY FISHES,CR,变差,1,不受威胁,受威胁,11
708,Corematodus shiranus,NULL,LC,CR,58,2018,BONY FISHES,CR,变差,1,不受威胁,受威胁,11
716,Pseudotropheus brevis,NULL,LC,EN,58,2018,BONY FISHES,EN,变差,1,不受威胁,受威胁,11
669,Geronticus eremita,Northern Bald Ibis,CR,EN,59,2018,BIRDS,EN,变好,0,受威胁,受威胁,11
673,Oriolia bernieri,Bernier's Vanga,VU,EN,59,2018,BIRDS,EN,变差,0,受威胁,受威胁,11
677,Pterodroma sandwichensis,Hawaiian Petrel,VU,EN,59,2018,BIRDS,EN,变差,0,受威胁,受威胁,11
681,Somateria fischeri,Spectacled Eider,LC,NT,59,2018,BIRDS,NT,变差,0,不受威胁,不受威胁,11
685,Chersobius signatus,Speckled Dwarf Tortoise,VU,EN,59,2018,REPTILES,EN,变差,0,受威胁,受威胁,11
693,Ansonia guibei,Mesilau Stream Toad,EN,CR,59,2018,AMPHIBIANS,CR,变差,0,受威胁,受威胁,11
697,Nannophryne corynetes,Abra Malaga Toad,VU,EN,59,2018,AMPHIBIANS,EN,变差,0,受威胁,受威胁,11
709,Hyporthodus ergastularius,Banded Rockcod,LC,NT,59,2018,BONY FISHES,NT,变差,0,不受威胁,不受威胁,11
717,Pseudotropheus cyaneorhabdos,NULL,VU,CR,59,2018,BONY FISHES,CR,变差,0,受威胁,受威胁,11
721,Bellamya robertsoni,NULL,EN,CR,59,2018,MOLLUSCS,CR,变差,0,受威胁,受威胁,11
661,Oryx beisa,Beisa Oryx,NT,EN,59,2018,MAMMALS,EN,变差,1,不受威胁,受威胁,11
665,Chaetura pelagica,Chimney Swift,NT,VU,59,2018,BIRDS,VU,变差,1,不受威胁,受威胁,11
689,Larutia miodactyla,Single Finger Larut Skink,LC,VU,59,2018,REPTILES,VU,变差,1,不受威胁,受威胁,11
701,Aulonocara guentheri,NULL,LC,EN,59,2018,BONY FISHES,EN,变差,1,不受威胁,受威胁,11
705,Champsochromis spilorhynchus,NULL,LC,EN,59,2018,BONY FISHES,EN,变差,1,不受威胁,受威胁,11
713,Nimbochromis fuscotaeniatus,NULL,LC,VU,59,2018,BONY FISHES,VU,变差,1,不受威胁,受威胁,11
725,Parides burchellanus,NULL,NT,EN,59,2018,MOTHS & BUTTERFLIES,EN,变差,1,不受威胁,受威胁,11
